Name,Subtitle,AM Service Time,PM Service Time,Street,City,State,Postcode,Phone,Website,URL
Sydney Liberty,Unknown,"9.30 (English), 11.00 (Korean)",1.00,5 South St,Rydalmere,New South Wales,2116,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/siloam-korean?category_id=48
Singleton,Unknown,9.30,Unknown,7-9 Elizabeth St,Singleton,New South Wales,2330,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/singleton?category_id=48
Connect South Grafton,Unknown,9.00,7.00,69 Wharf St,South Grafton,New South Wales,2460,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/connect-south-grafton-presbyterian-church?category_id=48
"South Wagga Wagga, St Aidan's",Unknown,9.00 & 10.30,5.00,62-64 Coleman St,South Wagga Wagga,New South Wales,2650,Unknown,http://staidanswagga.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/south-wagga-wagga-st-aidan-s?category_id=48
"Southern Cross, Lismore",Unknown,9.30,6.00,8-10 Park Ave,East Lismore,New South Wales,2480,Unknown,http://www.scpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/southern-cross-lismore?category_id=48
Springwood,Unknown,10.30,6.00,160 Macquarie Rd,Springwood,New South Wales,2777,Unknown,http://springwoodpresbyterianchurches.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/springwood?category_id=48
St Marys,Unknown,9.30,6.30,16 Marsden St,St Marys,New South Wales,2760,Unknown,http://stmaryspres.org/,https://preskey.org.au/index.php/new-south-wales-act/item/st-marys?category_id=48
"Sutherland, St Andrew's",Unknown,9.30,Unknown,90 Glencoe Sts,Sutherland,New South Wales,2232,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/sutherland-st-andrew-s?category_id=48
Swansea,Unknown,8.00,Unknown,20 Macquarie St,Swansea,New South Wales,2281,Unknown,https://swanseapresbyterian.wordpress.com/,https://preskey.org.au/index.php/new-south-wales-act/item/swansea?category_id=48
Sydney,Unknown,10.30,Unknown,44 Margaret St,Sydney,New South Wales,2000,Unknown,http://www.scotschurchsydney.org,https://preskey.org.au/index.php/new-south-wales-act/item/sydney?category_id=48
Tamworth Community,Unknown,10.00,Unknown,"Tamworth South Public School, Woodward Avenue",South Tamworth,New South Wales,2340,Unknown,http://www.tcpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/tamworth-community?category_id=48
"Tamworth, St Stephen's",Unknown,9.00,Unknown,18B Mathews Street,Tamworth,New South Wales,2340,Unknown,http://ststephenstamworth.com.au,https://preskey.org.au/index.php/new-south-wales-act/item/tamworth-st-stephen-s?category_id=48
"Taralga, St Stephen's",Unknown,11.30,Unknown,Bannaby St,Taralga,New South Wales,2580,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/taralga-st-stephen-s?category_id=48
Taree,Unknown,9.00,6.00,78 Albert St,Taree,New South Wales,2430,Unknown,http://tareepresbyterian.com.au,https://preskey.org.au/index.php/new-south-wales-act/item/taree?category_id=48
Temora,Unknown,9.00,Unknown,De Boos St,Temora,New South Wales,2666,Unknown,https://temorapresbyterian.wordpress.com,https://preskey.org.au/index.php/new-south-wales-act/item/temora?category_id=48
"Tenterfield, St Stephen's",Unknown,10.00,Unknown,117 Logan St,Tenterfield,New South Wales,2372,Unknown,http://tp4c.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/tenterfield-st-stephen-s?category_id=48
Terrigal,Unknown,9.00,Unknown,2 Willoughby Rd,Terrigal,New South Wales,2260,Unknown,http://terrigalpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/terrigal-presbyterian-church?category_id=48
"The Entrance, St Andrew's",Unknown,"9am (English), 11am (Korean)",Unknown,136 The Entrance Rd,The Entrance,New South Wales,2261,Unknown,https://www.theentrancepc.org,https://preskey.org.au/index.php/new-south-wales-act/item/the-entrance-st-andrew-s?category_id=48
Tooraweenah,Unknown,9.00 (4th Sunday of the month),Unknown,Unknown,Tooraweenah,New South Wales,2827,Unknown,http://www.gilgandrapc.com,https://preskey.org.au/index.php/new-south-wales-act/item/tooraweenah?category_id=48
Tottenham,Unknown,Unknown,4.00,Umang St,Tottenham,New South Wales,2873,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tottenham?category_id=48
"Toukley, St David's",Unknown,9.30,6.00 (2nd and 3rd Sun of Quarter),Cnr Victoria Ave & Hargraves St,Toukley,New South Wales,2263,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/toukley-st-david-s?category_id=48
Trundle,Unknown,9.00,6.00 (4th Sunday),Gobondery St,Trundle,New South Wales,2875,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/trundle?category_id=48
Tullamore,Unknown,11.15,Unknown,Cnr Kitchener & Haylock Sts,Tullamore,New South Wales,2874,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tullamore?category_id=48
Tuross Head,Unknown,8.00,Unknown,Cnr Hector McWilliam Dr & Drake St,Tuross Head,New South Wales,2537,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/tuross-head?category_id=48
Tweed Heads,Unknown,9.00 am (traditional) and 10.45 am (contemporary family),Unknown,Cnr Wharf & Florence Sts,Tweed Heads,New South Wales,2485,Unknown,http://www.tweedpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/tweed-heads?category_id=48
Unanderra,Unknown,9.30,Unknown,Cnr Maynes Prd & Hargraves St,Unanderra,New South Wales,2526,Unknown,http://www.unanderrapresychurch.com.au,https://preskey.org.au/index.php/new-south-wales-act/item/unanderra?category_id=48
"Wagga Wagga, St Andrew's",Unknown,8:45am. 10:30am.,Unknown,Cross St,Wagga Wagga,New South Wales,2650,Unknown,http://www.saintandrews.net.au,https://preskey.org.au/index.php/new-south-wales-act/item/wagga-wagga-st-andrew-s?category_id=48
Wahroonga,Unknown,9.30,Unknown,Cnr Stuart St & Illoura Ave,Wahroonga,New South Wales,2076,Unknown,http://www.wpc.net.au,https://preskey.org.au/index.php/new-south-wales-act/item/wahroonga?category_id=48
"Walcha, St Paul's",Unknown,9.30,Unknown,14E Hill St,Walcha,New South Wales,2354,Unknown,http://www.walchapc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/walcha-st-paul-s?category_id=48
Wallerawang,Unknown,8.30am first and third Sundays,Unknown,Main Street,Wallerawang,New South Wales,2790,Unknown,http://bowenfelspresbyterianparish.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/wallerawang?category_id=48
Grace (Wallsend),Unknown,10.00,Unknown,144 Nelson St,Wallsend,New South Wales,2287,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wallsend?category_id=48
Wards River,Unknown,11.30 AM (1st Sun Each Month),Unknown,Bucketts Way,Wards River,New South Wales,2422,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wards-river?category_id=48
Warialda,Unknown,Unknown,Unknown,Stephen St,Warialda,New South Wales,2402,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/warialda?category_id=48
"Warren, St Andrew's",Unknown,9.30,Unknown,Burton St,Warren,New South Wales,2824,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/warren-st-andrew-s?category_id=48
Wauchope,Unknown,9.30,Unknown,"Wauchope Country Club Auditorium, 24 King Street",Wauchope,New South Wales,2446,Unknown,http://www.wauchopepresbyterian.org,https://preskey.org.au/index.php/new-south-wales-act/item/wauchope?category_id=48
Wee Waa,Unknown,10.30 (W) 9.15 (S),Unknown,Mitchel St,Wee Waa,New South Wales,2388,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wee-waa?category_id=48
Wentworth Falls,Unknown,9.00 am,Unknown,62 Falls Rd,Wentworth Falls,New South Wales,2782,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wentworth-falls?category_id=48
"West Wyalong, Pioneer Memorial",Unknown,10.30,Unknown,See Sidebar Notes,West Wyalong,New South Wales,2671,Unknown,http://www.wwpreschurch.org,https://preskey.org.au/index.php/new-south-wales-act/item/west-wyalong-pioneer-memorial?category_id=48
"Hope at the Hill, Rooty Hill",Unknown,10.00,Unknown,12 Rooty Hill Rd,Rooty Hill,New South Wales,2766,Unknown,http://rootyhill.church,https://preskey.org.au/index.php/new-south-wales-act/item/western-blacktown?category_id=48
"Windsor, Hawkesbury District",Unknown,10.00,Unknown,46 Drummond St,Windsor,New South Wales,2756,Unknown,http://hdpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/windsor-hawkesbury-district?category_id=48
Wingham,Unknown,9.30,Unknown,32 Moon St,Wingham,New South Wales,2429,Unknown,http://www.winghampresbyterian.com/,https://preskey.org.au/index.php/new-south-wales-act/item/wingham?category_id=48
Winmalee,Unknown,9.00,Unknown,481 Hawkesbury Rd,Winmalee,New South Wales,2777,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/winmalee?category_id=48
Wollomombi / Kilcoy,Unknown,Unknown,3.00 (3rd Sunday of the month),Wollomombi Village Rd,Wollomombi,New South Wales,2350,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wollomombi-kilcoy?category_id=48
Wollondilly,Unknown,9.15,5.30,Abelia St,Tahmoor,New South Wales,2573,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/wollondilly?category_id=48
Crossroads (Wollongbar),Unknown,9.30,Unknown,"Wollongbar Public School, Simpsons Ave",Wollongbar,New South Wales,2477,Unknown,http://crpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/crossroads-wollongbar?category_id=48
Woolbrook,Unknown,8.00 (1st Sun of Month),Unknown,Church St,Woolbrook,New South Wales,2354,Unknown,http://www.walchapc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/woolbrook?category_id=48
Woonona,Unknown,8.00 & 9.30,6.00,7 Gray St,Woonona,New South Wales,2517,Unknown,http://www.woononapcc.org.au/,https://preskey.org.au/index.php/new-south-wales-act/item/woonona?category_id=48
"Woy Woy, St David's",Unknown,9.00 & 10.30,Unknown,118-120 Blackwall Rd,Woy Woy,New South Wales,2256,Unknown,http://woywoypresbyterian.org,https://preskey.org.au/index.php/new-south-wales-act/item/woy-woy-st-david-s?category_id=48
Yamba,Unknown,10.15,Unknown,2 Freeburn St,Yamba,New South Wales,2464,Unknown,http://www.ypc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/yamba?category_id=48
Yerong Creek,Unknown,no regular service,Unknown,2-4 Cole St,Yerong Creek,New South Wales,2642,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/yerong-creek?category_id=48
Young,Unknown,9.30,Unknown,Cnr Lynch & Lovell Sts,Young,New South Wales,2549,Unknown,http://youngpc.org.au/,https://preskey.org.au/index.php/new-south-wales-act/item/young?category_id=48
"Canberra, Church of St Andrew",Unknown,9.30,5.00,1 State Circle,Forrest,Australian Capital Territory,2603,Unknown,http://www.standrewscanberra.com,https://preskey.org.au/index.php/new-south-wales-act/item/canberra-church-of-st-andrew?category_id=48
"Gungahlin-Ngunnawal, New Life",Unknown,10am Ngunnawal Primary School Cnr Unaipon & Wanganeen Ave,Sunday 4pm New Life Presbyterian Church 107 Wanganeen Ave,107 Wanganeen Ave,Ngunnawal,Australian Capital Territory,2913,Unknown,http://www.nlpc.church,https://preskey.org.au/index.php/new-south-wales-act/item/gungahlin-new-life?category_id=48
Tuggeranong,Unknown,10.00,5.00,"Gowrie Primary School, Jeffries St",Gowrie,Australian Capital Territory,2904,Unknown,http://www.tpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/tuggeranong?category_id=48
Weston Creek,Unknown,9.30,Unknown,Mahony Crt,Weston,Australian Capital Territory,2611,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/weston-creek?category_id=48
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New South Wales,Unknown,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/david-gae-mcdonald?category_id=48
Kingsford (Kingsway),Unknown,9.00,4.00,94 Houston Rd,Kingsford,New South Wales,2019,Unknown,http://www.kingswaychurch.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/kingsford-kingsway?category_id=48
Captivate (Chinese),Unknown,Unknown,Unknown,201 Coxs Road,North Ryde,New South Wales,2113,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/captivate?category_id=48
"Anna Bay, Port Stephens,  Nelson Bay (Gateway)",Unknown,9.30,5.00,43 Gan Gan Road,Anna Bay,New South Wales,2316,Unknown,http://gatewaypresbyterian.org.au/,https://preskey.org.au/index.php/new-south-wales-act/item/port-stephens-nelson-bay?category_id=48
GracePoint (Burwood PM),Unknown,Unknown,5.00,205 Burwood Road,Burwood,New South Wales,2134,Unknown,http://gracepoint.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-burwood-pm?category_id=48
GracePoint (Burwood AM),Unknown,10.00,Unknown,"Fitzroy Centre, 22 Church St",Burwood,New South Wales,2134,Unknown,http://gracepoint.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-two?category_id=48
GracePoint (Lidcombe),Unknown,9.45,Unknown,36-40 James Street,Lidcombe,New South Wales,2141,Unknown,http://gracepoint.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-lidcombe-am?category_id=48
GracePoint (Chinese),Unknown,"9.30 Mandarin, 11.00 Cantonese",5.00 Cantonese,36-40 James Street,Lidcombe,New South Wales,2141,Unknown,http://gcpc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/gracepoint-chinese?category_id=48
Chinese Christian Bilingual,Unknown,Unknown,Unknown,234 Blues Point Rd,North Sydney,New South Wales,2060,Unknown,http://www.ccbc.co,https://preskey.org.au/index.php/new-south-wales-act/item/chinese-christian-bilingual?category_id=48
Moonbi,Unknown,9.00,Unknown,52 Gill St,Moonbi,New South Wales,2353,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/moonbi?category_id=48
Hornsby,Unknown,9.30,Unknown,48-58 Clarke Road,Hornsby,New South Wales,2077,Unknown,http://www.hornsbypc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/hornsby?category_id=48
Kalos (Korean),Unknown,Unknown,Unknown,Cnr Victoria & Pittwater Streets,Gladesville,New South Wales,2111,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/kalos-korean?category_id=48
South Coast (Burrill Lake),Unknown,10.00,Unknown,Burrill Lake Community Hall (67 Princes Hwy),Burrill Lake,New South Wales,2539,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/south-coast-presbyterian-church?category_id=48
Cornerstone (Rhodes),Unknown,9.00,Unknown,"30 Shoreline Dr,",Rhodes,New South Wales,2138,Unknown,http://www.cornerstonechurch.com.au,https://preskey.org.au/index.php/new-south-wales-act/item/cornerstone-rhodes?category_id=48
Moorooka,Unknown,9:30,Unknown,"The Lions Hall, 131 Koala Rd",Moorooka,Queensland,4105,Unknown,http://moorooka.church,https://preskey.org.au/index.php/new-south-wales-act/item/moorooka?category_id=48
South West Rocks,Unknown,11.00,Unknown,South West Rocks Public School,South West Rocks,New South Wales,2431,Unknown,http://kswrpc.org,https://preskey.org.au/index.php/new-south-wales-act/item/south-west-rocks-2?category_id=48
"City Park, Newcastle",Unknown,10.00,Unknown,Cnr Laman & Auckland Sts,Newcastle,New South Wales,2300,Unknown,http://www.newcastlepresbyterian.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/newcastle-st-andrew?category_id=48
Harvest Presbyterian Church (Berrigan),Unknown,9.00,Unknown,Cnr Budd & Cobram Sts,Berrigan,New South Wales,2712,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/berrigan?category_id=48
Harvest Presbyterian Church (Finley),Unknown,11.00,7.00,19 Denison St,Finley,New South Wales,2713,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/finley?category_id=48
Hurstville Presbyterian Church,Unknown,9.30,6.30,Cnr Park Rd & MacMahon St,Hurstville,New South Wales,2220,Unknown,http://www.hurstvillepresbyterian.org/,https://preskey.org.au/index.php/new-south-wales-act/item/hurstville-st-giles?category_id=48
"Redemption Hill, (Green Square)",Unknown,10.00,Unknown,3/1 Durham St,Stanmore,New South Wales,2048,Unknown,http://www.redemptionhill.com.au,https://preskey.org.au/index.php/new-south-wales-act/item/redemption-hill-greensquare?category_id=48
Revesby,Unknown,9.00,6.30,Cnr Tower St & Eastern Ave,Revesby,New South Wales,2212,Unknown,http://www.revesbypc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/revesby?category_id=48
"Mosman, Scots Kirk",Unknown,9.00,Unknown,9 Belmont Rd,Mosman,New South Wales,2088,Unknown,http://scotskirkmosman.org.au/,https://preskey.org.au/index.php/new-south-wales-act/item/mosman-scots-kirk?category_id=48
Nowra,Unknown,9.30,7.00,3 Kinghorne St,Nowra,New South Wales,2541,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/nowra?category_id=48
St Ives - Pymble,Unknown,9.30,Unknown,258 Mona Vale Rd,St Ives,New South Wales,2075,Unknown,http://www.stivespymblepc.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/st-ives-st-andrew-s?category_id=48
"St Andrew's Scots, Rose Bay",Unknown,10.00,Unknown,Cnr Dover Rd & Carlisle St,Rose Bay,New South Wales,2029,Unknown,http://www.standrewsscots.org,https://preskey.org.au/index.php/new-south-wales-act/item/rose-bay-st-andrew-s?category_id=48
Sydney Living Hope Community Church,Unknown,Unknown,Unknown,"Unit 1, 3 Coal St,",Silverwater,New South Wales,2128,Unknown,Unknown,https://preskey.org.au/index.php/new-south-wales-act/item/sydney-living-hope-community-church?category_id=48
Tregear,Unknown,9.30,Unknown,117 Ellsworth Dr,Tregear,New South Wales,2770,Unknown,https://m.facebook.com/TregearPresbyterian/?ref=bookmarks,https://preskey.org.au/index.php/new-south-wales-act/item/tregear?category_id=48
Woodford (NSW),Unknown,9.00,Unknown,88-89 Great Western Highway,Woodford,New South Wales,2778,Unknown,http://www.woodfordchurch.org.au,https://preskey.org.au/index.php/new-south-wales-act/item/woodford-nsw?category_id=48
